4576,2004-06-28,Jeopardy!,"HAIR TODAY","$1000","George Clooney popularized the close-cut style named this, like a certain leader","a Caesar (cut)"
4576,2004-06-28,Jeopardy!,"GONE TOMORROW?","$1000","Among the colorful mammals on the endangered list are the gray & the red ones of these predators","a wolf"
4576,2004-06-28,Double Jeopardy!,"MAIN STREET U.S.A.","$400","Borgen's Cafe, on Main St. in Westby, Wisconsin, feels a bit like Oslo, with menus & banter in this language","Norwegian"
4576,2004-06-28,Double Jeopardy!,"POP MUSIC","$400","This rapper won a 2000 MTV award for Best Male Video for ""The Real Slim Shady""","Eminem"
4576,2004-06-28,Double Jeopardy!,"""A""NCIENT GREEKS","$400","A fabulist: 620-560 B.C.","Aesop"
4576,2004-06-28,Double Jeopardy!,"FLOWERS","$400","The white petals of this flower are usually pulled to see if ""she loves me"" or ""she loves me not""","a daisy"
4576,2004-06-28,Double Jeopardy!,"BRITISH INVENTIONS","$400","A perambulator or pram to the Brits, it was invented in 1733 by William Kent for the Duke of Devonshire's kids","a baby carriage"
4576,2004-06-28,Double Jeopardy!,"BEFORE & AFTER","$400","1980 scarefest in which mom & daughter switch bodies one day & are stalked by Jason at Camp Crystal Lake","Freaky Friday the 13th"
4576,2004-06-28,Double Jeopardy!,"MAIN STREET U.S.A.","$800","In Salt Lake City take Main Street to this square to find the Mormon Tabernacle","Temple Square"
4576,2004-06-28,Double Jeopardy!,"POP MUSIC","$800","'60s Dylan classic that begins, ""Once upon a time you dressed so fine""","""Like A Rolling Stone"""
4576,2004-06-28,Double Jeopardy!,"""A""NCIENT GREEKS","$800","A philosopher & student of Plato: 384-322 B.C.","Aristotle"
4576,2004-06-28,Double Jeopardy!,"FLOWERS","$800","This flower seen <a href=""http://www.j-archive.com/media/2004-06-28_DJ_22.jpg"" target=""_blank"">here</a> is often spotted on a man's lapel","a carnation"
4576,2004-06-28,Double Jeopardy!,"BRITISH INVENTIONS","$800","In 1676 Robert Hooke came up with a universal one of these to manipulate the mirrors of his helioscope","a universal joint"
4576,2004-06-28,Double Jeopardy!,"BEFORE & AFTER","$800","Leif Ericson's dad who was a huge star with low surface temperature","Erik the Red Giant"
4576,2004-06-28,Double Jeopardy!,"MAIN STREET U.S.A.","$1200","There's a house dating from 1648 on Main St. in this ""directional"" resort village in New York's Hamptons","Southampton"
4576,2004-06-28,Double Jeopardy!,"POP MUSIC","$1200","In the summer of 2002 this country star hit the Hot 100 chart with ""Courtesy Of The Red, White and Blue""","Toby Keith"
4576,2004-06-28,Double Jeopardy!,"""A""NCIENT GREEKS","$1200","A comedic dramatist: 445-385 B.C.","Aristophanes"
4576,2004-06-28,Double Jeopardy!,"FLOWERS","$5,000","These flowers blooming in a Flanders cemetery during WWI inspired a famous poem by Major John McCrae","poppies"
4576,2004-06-28,Double Jeopardy!,"BRITISH INVENTIONS","$1200","The name of this Scot who invented the steam hammer sounds just like the American who invented basketball","(James) Nasmyth"
4576,2004-06-28,Double Jeopardy!,"BEFORE & AFTER","$1200","Fictional girl sleuth who's the granddaughter of ""The Great Profile""","Nancy Drew Barrymore"
4576,2004-06-28,Double Jeopardy!,"MAIN STREET U.S.A.","$1600","Bob Seger was ""down on Main Street"" in this city, home to a university","Ann Arbor"
4576,2004-06-28,Double Jeopardy!,"POP MUSIC","$1600","Alicia Keys received 5 Grammys for 2001, including best new artist & song of the year for this hit","""Fallin'"""
4576,2004-06-28,Double Jeopardy!,"""A""NCIENT GREEKS","$1600","A mathematician: 287-212 B.C.","Archimedes"
4576,2004-06-28,Double Jeopardy!,"FLOWERS","$1600","Grown from bulbs, they're the cheerful spring flowers seen <a href=""http://www.j-archive.com/media/2004-06-28_DJ_24.jpg"" target=""_blank"">here</a>","daffodils"
4576,2004-06-28,Double Jeopardy!,"BRITISH INVENTIONS","$1600","For the military, zoologist John Kerr developed the ""dazzle paint"" type of this, something animals also use","camouflage"
4576,2004-06-28,Double Jeopardy!,"BEFORE & AFTER","$1600","Projection at the southern tip of South America also called a cornucopia","Cape Horn o' Plenty"
4576,2004-06-28,Double Jeopardy!,"MAIN STREET U.S.A.","$3,200","Your feelings may run deep on historic Main Street in this city, home of Oklahoma State University","Stillwater"
4576,2004-06-28,Double Jeopardy!,"POP MUSIC","$2000","""Come Back Home"" is the first single from his 2003 album ""Day I Forgot""","Pete Yorn"
4576,2004-06-28,Double Jeopardy!,"""A""NCIENT GREEKS","$2000","The ""Oresteia"" tragedian: 525-456 B.C.","Aeschylus"
4576,2004-06-28,Double Jeopardy!,"FLOWERS","$2000","In song, Colorado is where these bluish & white state flowers grow","the Rocky Mountain columbines"
4576,2004-06-28,Double Jeopardy!,"BRITISH INVENTIONS","$2000","The miner's safety lamp was also called by the name of this British chemist who invented it in 1815","Sir Humphry Davy"
4576,2004-06-28,Double Jeopardy!,"BEFORE & AFTER","$2000","""Lethal Weapon"" director whose group was caught in a Sierra Nevada pass in the winter of 1846-47","the Richard Donner Party"
4576,2004-06-28,Final Jeopardy!,"BOOK TITLES","None","""I am the rose of Sharon"" & ""When you know your name, you should hang on to it"" are from 2 different books titled this","Song of Solomon"
4582,2004-07-06,Jeopardy!,"U.S. PRESIDENTIAL NICKNAMES","$200","""The Surveyor President""","George Washington"
4582,2004-07-06,Jeopardy!,"BALLPARK FIGURES","$200","In 2004 he published ""My Prison Without Bars""","Pete Rose"
4582,2004-07-06,Jeopardy!,"WEDDINGS","$200","It's the job of the lad seen <a href=""http://www.j-archive.com/media/2004-07-06_J_11.jpg"" target=""_blank"">here</a>","ringbearer"
4582,2004-07-06,Jeopardy!,"NOVEL QUOTES","$200","(1937) ""'It's me, Bilbo Baggins, companion of Thorin!'""","The Hobbit"
4582,2004-07-06,Jeopardy!,"THREE CHEERS!","$200","It's the breakfast cereal pitched by the animated elves Snap, Crackle & Pop","Rice Krispies"
4582,2004-07-06,Jeopardy!,"GIVE ME AN ""A""!","$200","Wow!  In 2002 a ""supercolony"" of billions of these was discovered stretching across several countries in Europe","ants"
4582,2004-07-06,Jeopardy!,"U.S. PRESIDENTIAL NICKNAMES","$400","""The Illinois Baboon"" & ""The Martyr President""","Abraham Lincoln"
4582,2004-07-06,Jeopardy!,"BALLPARK FIGURES","$400","With the Yankees from 1923 to 1939, his No. 4 was the first number retired in either league","Lou Gehrig"
4582,2004-07-06,Jeopardy!,"WEDDINGS","$400","In 2002 a hot pink frock worn by Robin Durr won the DeKuyper Contest for the worst of these","a bridesmaid's dress"
4582,2004-07-06,Jeopardy!,"NOVEL QUOTES","$400","(1719) ""I made him know his name should be Friday, which was the day I saved his life""","Robinson Crusoe"
4582,2004-07-06,Jeopardy!,"THREE CHEERS!","$400","The 3 U.K. countries that make up the island of Great Britain","England, Scotland & Wales"
4582,2004-07-06,Jeopardy!,"GIVE ME AN ""A""!","$400","Robert Frost wondered ""How many"" of these ""fell on Newton's head before he took the hint!""","apples"
4582,2004-07-06,Jeopardy!,"U.S. PRESIDENTIAL NICKNAMES","$600","""Red Fox"" & ""The Scribe of the Revolution""","Thomas Jefferson"
4582,2004-07-06,Jeopardy!,"BALLPARK FIGURES","$600","Baseball's ""Mr. October"", he generated headlines for his cantankerous personality & his athletic prowess","Reggie Jackson"
4582,2004-07-06,Jeopardy!,"WEDDINGS","$600","The traditional conclusion of the pre-vow line ""If anyone can show just cause why they may not be joined together...""","""let him speak now or forever hold his peace"""
4582,2004-07-06,Jeopardy!,"NOVEL QUOTES","$600","(1945) ""All animals are equal, but some animals are more equal than others""","Animal Farm"
4582,2004-07-06,Jeopardy!,"THREE CHEERS!","$600","The 4-legged Omaha made the record books in 1935 with this 3-feat","racing's Triple Crown"
4582,2004-07-06,Jeopardy!,"GIVE ME AN ""A""!","$600","In 2004 an Arctic Beauty wild hair contest became part of the famous Fur Rendezvous in this U.S. city","Anchorage"
4582,2004-07-06,Jeopardy!,"U.S. PRESIDENTIAL NICKNAMES","$800","(<a href=""http://www.j-archive.com/media/2004-07-06_J_09.jpg"" target=""_blank"">Sofia of the Clue Crew stands next to a bust of President Hoover at the Hoover Dam Visitor Center.</a>)  Herbert Hoover, for whom <a href=""http://www.j-archive.com/media/2004-07-06_J_09.wmv"">the dam</a> is named, was known as ""The Great"" this, his prepolitics profession","Engineer"
4582,2004-07-06,Jeopardy!,"BALLPARK FIGURES","$800","Famous nickname of Leon Goslin, who played in all 19 World Series games with the Washington Senators","""Goose"""
4582,2004-07-06,Jeopardy!,"WEDDINGS","$800","A Navy wedding features an arch of swords; an Army wedding, an arch of these heavy cavalry swords","sabres"
4582,2004-07-06,Jeopardy!,"NOVEL QUOTES","$800","(1932) ""Over the main entrance the words, Central London Hatchery and Conditioning Centre""","Brave New World"
4582,2004-07-06,Jeopardy!,"THREE CHEERS!","$800","Since the 1979 incident at this location, no new nuclear reactors have been ordered in the U.S.","Three-Mile Island"
4582,2004-07-06,Jeopardy!,"GIVE ME AN ""A""!","$800","(<a href=""http://www.j-archive.com/media/2004-07-06_J_19.wmv"">Sarah of the Clue Crew reports from Cape Cod, MA.</a>) In 1986, this vessel, named either for a chipmunk or Woods Hole scientist Alan Vine, reached the Titanic","the Alvin"
4582,2004-07-06,Jeopardy!,"U.S. PRESIDENTIAL NICKNAMES","$1,000","""The Schoolmaster in Politics""","Woodrow Wilson"
4582,2004-07-06,Jeopardy!,"BALLPARK FIGURES","$1000","Sadly, this lefty pitcher who coined the Mets' battle cry ""You gotta believe"" died in 2004","Tug McGraw"
4582,2004-07-06,Jeopardy!,"WEDDINGS","$1000","It's the festive-sounding name for one who officiates at a wedding","the celebrant"
4582,2004-07-06,Jeopardy!,"NOVEL QUOTES","$1000","(1972) ""Rabbits need dignity and above all the will to accept their fate""","Watership Down"
4582,2004-07-06,Jeopardy!,"THREE CHEERS!","$1000","Mythical monstrosity manifested <a href=""http://www.j-archive.com/media/2004-07-06_J_30.jpg"" target=""_blank"">here</a>","Cerberus"
4582,2004-07-06,Jeopardy!,"GIVE ME AN ""A""!","$1000","The name Zog is not as much in vogue as it once was, when King Zog I ruled this European country","Albania"
4582,2004-07-06,Double Jeopardy!,"RUBY","$400","In newspapers, Jack Ruby was invariably described as an ""operator"" of these joints","strip joints (or nightclubs)"
4582,2004-07-06,Double Jeopardy!,"THE EMERALD ISLE","$400","It's the only Irish city with a population above 500,000","Dublin"
4582,2004-07-06,Double Jeopardy!,"PEARLS OF WISDOM","$400","An artist: ""In the future, everyone will be world-famous for 15 minutes""","Andy Warhol"
4582,2004-07-06,Double Jeopardy!,"CORAL REEF LIFE","$400","Just off Australia, it's the largest chain of coral reefs in the world","the Great Barrier Reef"
4582,2004-07-06,Double Jeopardy!,"""DIAMOND""s IN THE ROUGH","$400","Dangerous American pit viper","the diamondback"
4582,2004-07-06,Double Jeopardy!,"WHAT A GEM!","$400","The largest deposits of this fossil tree resin are found in the sands along the shores of the Baltic Sea","amber"
4582,2004-07-06,Double Jeopardy!,"RUBY","$800","On Feb. 29, 2004 she won an Oscar for playing a woman named Ruby","Renée Zellweger"
4582,2004-07-06,Double Jeopardy!,"THE EMERALD ISLE","$800","It's the one-word term for the traditional 6 counties known as Northern Ireland","Ulster"
4582,2004-07-06,Double Jeopardy!,"PEARLS OF WISDOM","$800","A Founding Father: ""There never was a good war or a bad peace""","Benjamin Franklin"
4582,2004-07-06,Double Jeopardy!,"CORAL REEF LIFE","$800","John Pennekamp Coral Reef State Park, the USA's first underwater park, is just off the coast of this Florida key","Key Largo"
4582,2004-07-06,Double Jeopardy!,"""DIAMOND""s IN THE ROUGH","$800","Honolulu high spot","Diamond Head"
4582,2004-07-06,Double Jeopardy!,"WHAT A GEM!","$800","This December birthstone is the state gem of Arizona & New Mexico","turquoise"
4582,2004-07-06,Double Jeopardy!,"RUBY","$1200","She was married to Al Jolson when she starred in those classic 1930s Busby Berkeley musicals","Ruby Keeler"
4582,2004-07-06,Double Jeopardy!,"THE EMERALD ISLE","$1200","This U.S. president visited his family's ancestral village of Ballyporeen in 1984","Reagan"
4582,2004-07-06,Double Jeopardy!,"PEARLS OF WISDOM","$5,000","A 17th century writer: ""Angling can be said to be so like the mathematics, that it can never be fully learnt""","Izaak Walton"
4582,2004-07-06,Double Jeopardy!,"CORAL REEF LIFE","$1200","A species of these well-armed creatures known as the crown-of-thorns feasts on coral reefs","starfish"
4582,2004-07-06,Double Jeopardy!,"""DIAMOND""s IN THE ROUGH","$1200","Carol Channing's Broadway ballad from ""Gentlemen Prefer Blondes""","""Diamonds Are A Girl's Best Friend"""
4582,2004-07-06,Double Jeopardy!,"WHAT A GEM!","$1200","Cornflower blue is the most prized color of this gem","a sapphire"
4582,2004-07-06,Double Jeopardy!,"RUBY","$1600","Harry Ruby & Bert Kalmar wrote this classic song about ""eight little letters which simply mean I love you""","""Three Little Words"""
4582,2004-07-06,Double Jeopardy!,"THE EMERALD ISLE","$1600","This Irish port city on the River Suir is world famous for its crystal","Waterford"
4582,2004-07-06,Double Jeopardy!,"PEARLS OF WISDOM","$1600","A playwright: ""We are all born mad.  Some remain so.""","Samuel Beckett"
4582,2004-07-06,Double Jeopardy!,"CORAL REEF LIFE","$1600","This coral reef dweller seen <a href=""http://www.j-archive.com/media/2004-07-06_DJ_30.jpg"" target=""_blank"">here</a> can be vicious & has been known to attack underwater divers","a moray eel"
4582,2004-07-06,Double Jeopardy!,"""DIAMOND""s IN THE ROUGH","$1600","Arkansassy state park near Murfreesboro","Crater of Diamonds State Park"
4582,2004-07-06,Double Jeopardy!,"WHAT A GEM!","$1600","Mexico is known for its water & fire varieties of this gem","opal"
4582,2004-07-06,Double Jeopardy!,"RUBY","$2000","In a 1999 TV movie, she played Bessie, of the centenarian Delany sisters","Ruby Dee"
4582,2004-07-06,Double Jeopardy!,"THE EMERALD ISLE","$2,000","At about 230 miles, it's not only the longest river in Ireland, it's the longest in the British Isles","the River Shannon"
4582,2004-07-06,Double Jeopardy!,"PEARLS OF WISDOM","$2000","A philosopher: ""Those who cannot remember the past are condemned to repeat it""","George Santayana"
4582,2004-07-06,Double Jeopardy!,"CORAL REEF LIFE","$2000","It's a ring-shaped coral island surrounding a lagoon, like Bikini or Eniwetok","an atoll"
4582,2004-07-06,Double Jeopardy!,"""DIAMOND""s IN THE ROUGH","$2000","This lavish-living turn-of-the-century financier rose from a job as a bellhop","Diamond Jim Brady"
4582,2004-07-06,Double Jeopardy!,"WHAT A GEM!","$2000","In 1750 a Parisian jeweler found that heat turns this sherry-colored Brazilian gem pink","topaz"
4582,2004-07-06,Final Jeopardy!,"HISTORIC ENGLISHMEN","None","Ironically, he might have saved himself from death in 1779 if he had known how to swim","Captain Cook"
5352,2007-12-11,Jeopardy!,"AUTHORS","$200","During WWII this ""Gone with the Wind"" author was an American Red Cross volunteer & sold war bonds","(Margaret) Mitchell"
5352,2007-12-11,Jeopardy!,"1987","$200","This British prime minister won a rare third term in June","Margaret Thatcher"
5352,2007-12-11,Jeopardy!,"SNACK ATTACK","$200","I'll sip a Berries & Kreme Chiller with my hot Original Glazed doughnut from this chain","Krispy Kreme"
5352,2007-12-11,Jeopardy!,"BIRDS","$200","It's the type of swan heard <a href=""http://www.j-archive.com/media/2007-12-11_J_06.mp3"">here</a>","a trumpeter swan"
5352,2007-12-11,Jeopardy!,"ODDS & ENDS","$200","This oil cartel controls 40% of world production","OPEC"
5352,2007-12-11,Jeopardy!,"FIRST LADIES' RHYME TIME","$200","Mrs. Reagan's whims","Nancy's fancies"
5352,2007-12-11,Jeopardy!,"AUTHORS","$400","In 1842 he lived with cannibals in the Taipi Valley in the Marquesas; his novel ""Typee"" was based on the experience","Herman Melville"
5352,2007-12-11,Jeopardy!,"1987","$400","Pat Cash beat this Czech-born tennis great to win the Wimbledon singles title","(Ivan) Lendl"
5352,2007-12-11,Jeopardy!,"SNACK ATTACK","$400","I've got a big appetite, so give me the Big Cup version of this Reese's treat","a peanut butter cup"
5352,2007-12-11,Jeopardy!,"BIRDS","$400","Listen, you white-bellied bustard, I know where you live-- this continent's savanna","Africa"
5352,2007-12-11,Jeopardy!,"ODDS & ENDS","$400","The USA's highest occupied office space is the 98th floor of this Chicago structure","the Sears Tower"
5352,2007-12-11,Jeopardy!,"FIRST LADIES' RHYME TIME","$400","Mrs. Nixon's floor pads for gymnastics","Pat's mats"
5352,2007-12-11,Jeopardy!,"AUTHORS","$600","He wrote his last short story, ""The Betrothed"", shortly before his play ""The Cherry Orchard""","Chekhov"
5352,2007-12-11,Jeopardy!,"1987","$600","A judge said no custody of ""Baby M"" for this type of mother who'd agreed to bear her for $10,000","a surrogate"
5352,2007-12-11,Jeopardy!,"SNACK ATTACK","$600","I'd love some Honey Apple Raisin Chocolate Cookie ice cream, but this duo purposely misplaced the recipe","Ben & Jerry"
5352,2007-12-11,Jeopardy!,"BIRDS","$600","<a href=""http://www.j-archive.com/media/2007-12-11_J_08.jpg"" target=""_blank"">This</a> bird shown in an illustration is distinguished from the heron by the bustle of feathers over its rump","crane"
5352,2007-12-11,Jeopardy!,"ODDS & ENDS","$600","On April 9, 1963 this Brit was made the first honorary U.S. citizen","Winston Churchill"
5352,2007-12-11,Jeopardy!,"FIRST LADIES' RHYME TIME","$600","Mrs. Truman's frocks","Bess's dresses"
5352,2007-12-11,Jeopardy!,"AUTHORS","$800","After years of writing science fiction, he found his niche with historical novels such as ""North and South""","(John) Jakes"
5352,2007-12-11,Jeopardy!,"1987","$800","2 Russians made an impromptu spacewalk outside this space station & found a bag of trash that hindered docking","Mir"
5352,2007-12-11,Jeopardy!,"SNACK ATTACK","$800","Wow! The Chocolate Delight snack bar named for this ""Miami"" diet has just 100 calories! I'll have 6 of them","the South Beach diet"
5352,2007-12-11,Jeopardy!,"BIRDS","$800","Perhaps this ""thrush"", a type of babbler, hangs out at comedy clubs with the same-named hyena","laughing thrush"
5352,2007-12-11,Jeopardy!,"ODDS & ENDS","$800","This French tennis star of the 1920s who went on to start a clothing line was known as ""the Crocodile""","(Rene) Lacoste"
5352,2007-12-11,Jeopardy!,"FIRST LADIES' RHYME TIME","$800","Mrs. Ford's landing wharfs","Betty's jetties"
5352,2007-12-11,Jeopardy!,"AUTHORS","$1000","She first wrote ""Ethan Frome"" in French, then later translated it into English","Edith Wharton"
5352,2007-12-11,Jeopardy!,"1987","$1000","In October the Senate rejected this former Watergate figure's nomination to the Supreme Court","Robert Bork"
5352,2007-12-11,Jeopardy!,"SNACK ATTACK","$1000","I could eat a whole bag of this type of snack invented in Saratoga Springs in 1853","potato chips"
5352,2007-12-11,Jeopardy!,"BIRDS","$500","The long legs of the bird seen <a href=""http://www.j-archive.com/media/2007-12-11_J_10.jpg"" target=""_blank"">here</a> give it this name, from a prop used by circus performers","a stilt"
5352,2007-12-11,Jeopardy!,"ODDS & ENDS","$1000","Using beeswax, olive oil, rose petals & water, Galen invented this skin cleanser with a ""frigid"" name c. 200 A.D.","cold cream"
5352,2007-12-11,Jeopardy!,"FIRST LADIES' RHYME TIME","$1000","Mrs. Bush's luminous radiations","Laura's auras"
5352,2007-12-11,Double Jeopardy!,"MUNICH","$400","In 1634 & 1635 an outbreak of this deadly contagion devastated Munich, killing more than one third of its residents","bubonic plague"
5352,2007-12-11,Double Jeopardy!,"""AI""","$400","China or other ceramic objects can also be called this, after the material they're made of","porcelain"
5352,2007-12-11,Double Jeopardy!,"THE COLOR PURPLE","$400","Established by George Washington in 1782, it can also be given to P.O.W.s who've been mistreated","Purple Heart"
5352,2007-12-11,Double Jeopardy!,"MINORITY REPORT","$400","A 1936 dissent by Justice Stone accused 6 other justices of a ""tortured construction"" of this document","the Constitution"
5352,2007-12-11,Double Jeopardy!,"CLOSE ENCOUNTERS","$400","When the earth is at perihelion, it is having its closest encounter with this","the sun"
5352,2007-12-11,Double Jeopardy!,"SPIELBERG MOVIES","$400","Spielberg directed segment 2 of this 1983 movie based on a creepy anthology series","Twilight Zone"
5352,2007-12-11,Double Jeopardy!,"MUNICH","$800","Munich's motto used to be ""die weltstadt mit herz"", the world city with one of these","heart"
5352,2007-12-11,Double Jeopardy!,"""AI""","$800","This dictionary term meaning ""old"" is applied to words like ""wast""","archaic"
5352,2007-12-11,Double Jeopardy!,"THE COLOR PURPLE","$1,500","Day of the week in February 2006 when the top of the Empire State Building was lit purple, green & gold","Tuesday"
5352,2007-12-11,Double Jeopardy!,"MINORITY REPORT","$800","In his first major case as Chief Justice, he found himself in the minority in 2006 as Oregon assisted suicide was okayed","John Roberts"
5352,2007-12-11,Double Jeopardy!,"CLOSE ENCOUNTERS","$800","In a Wilde tale, an American family in the mansion Canterville Chase encounters this trying to scare them","a ghost"
5352,2007-12-11,Double Jeopardy!,"SPIELBERG MOVIES","$800","This 1968 short film with a ""strollin"" title lent its name to Spielberg's production company","Amblin"
5352,2007-12-11,Double Jeopardy!,"MUNICH","$1200","The Summer Olympics in Munich in this year were sadly marred by terrorism & tragedy","1972"
5352,2007-12-11,Double Jeopardy!,"""AI""","$1200","This often blended rum & juice cocktail is named for a Cuban  town","daiquiri"
5352,2007-12-11,Double Jeopardy!,"THE COLOR PURPLE","$1200","Defensive tackle Alan Page was part of the ""purple people eaters"" of this NFL team","the Minnesota Vikings"
5352,2007-12-11,Double Jeopardy!,"MINORITY REPORT","$1200","Justice Brennan, dissenting in Paris Adult Theater v. Slaton, said this quality is too vaguely defined to regulate","obscenity"
5352,2007-12-11,Double Jeopardy!,"CLOSE ENCOUNTERS","$1200","He's now a correspondant emeritus for ""60 Minutes""; his memoir ""Close Encounters"" came out in 1984","Mike Wallace"
5352,2007-12-11,Double Jeopardy!,"SPIELBERG MOVIES","$1200","Spielberg wasn't paid for directing this film; he said it would be ""blood money""","Schindler's List"
5352,2007-12-11,Double Jeopardy!,"MUNICH","$1600","On Munich's coat of arms you'll find one of these religious figures who originally settled the city and gave it its name","monk"
5352,2007-12-11,Double Jeopardy!,"""AI""","$1600","This 2-word term for a nanny is French for ""equal""","an au pair"
5352,2007-12-11,Double Jeopardy!,"THE COLOR PURPLE","$1600","2 centuries late, this unstable British king was diagnosed with an excess of purple pigments in the blood","King George III"
5352,2007-12-11,Double Jeopardy!,"MINORITY REPORT","$1,500","Justice Holmes dissented when seditionist Jacob Abrams' conviction was upheld,  saying he didn't pose this type of ""danger""","clear and present"
5352,2007-12-11,Double Jeopardy!,"CLOSE ENCOUNTERS","$1600","On May 13, 1981 he had a close encounter with Mehmet Ali Agca in Rome; he would later visit Agca in prison","Pope John Paul II"
5352,2007-12-11,Double Jeopardy!,"SPIELBERG MOVIES","$1600","13-year-old Christian Bale starred in this J.G. Ballard tale about a young prisoner in WWII China","Empire of the Sun"
5352,2007-12-11,Double Jeopardy!,"MUNICH","$2000","In the 16th century, Munich was a center of the German phase of this movement against Protestantism","the Counter-Reformation"
5352,2007-12-11,Double Jeopardy!,"""AI""","$2000","Broad-snouted and smooth-fronted are 2 types of this South American reptile","caiman"
5352,2007-12-11,Double Jeopardy!,"THE COLOR PURPLE","$2000","This purple flower is the state flower of Colorado","the columbine"
5352,2007-12-11,Double Jeopardy!,"MINORITY REPORT","$2000","Justice Harlan was an honorable one-man minority in this 1896 decision that enshrined the ""separate but equal"" doctrine","Plessy v. Ferguson"
5352,2007-12-11,Double Jeopardy!,"CLOSE ENCOUNTERS","$2000","In meteorology, when a cold one has a close encounter with a warm one & takes it over, it's called an occluded one","a front"
5352,2007-12-11,Double Jeopardy!,"SPIELBERG MOVIES","$2000","Before ""The Blues Brothers"", Dan Aykroyd & John Belushi starred in this WWII farce","1941"
5352,2007-12-11,Final Jeopardy!,"SHAKESPEAREAN TRAGEDY CHARACTERS","None","To the consternation of the title character, we learn that this character was born by C-section","Macduff"
4398,2003-10-22,Jeopardy!,"OPERA","$200","Stationed in Seville, Don Jose is bewitched by a gypsy girl in this Bizet opera","Carmen"
4398,2003-10-22,Jeopardy!,"A TOM CRUISE FILM FESTIVAL","$200","""I lost the Number 1 draft pick the night before the draft!""","Jerry Maguire"
4398,2003-10-22,Jeopardy!,"BODIES OF WATER","$200","In 1975 the United Kingdom began piping oil from this sea to its shores","the North Sea"
4398,2003-10-22,Jeopardy!,"OCCUPATION HAZARDS","$200","Chafing from chaps, rope burns from lassos & that saddle horn -- watch where you sit if you're one of these","cowboy"
4398,2003-10-22,Jeopardy!,"PLANT PARENTHOOD","$200","Named for the Virgin Mary, these carnivorous little red beetles can help rid your garden of aphids & other insects","ladybugs"
4398,2003-10-22,Jeopardy!,"PRESIDENTIAL RHYME TIME","$200","Ulysses' trousers","Grant's pants"
